LotArea,GrLivArea,CentralAir,Cond,Qual,SalePrice
10530,768,Y,5B,8B,208243.876826271
15593,990,Y,5B,8B,222585.518862049
3196,1888,Y,5B,8B,194848.739040127
8546,968,Y,5B,8B,195305.220546044
7018,1432,Y,5B,8B,206885.19464804
10240,1431,Y,5B,8B,217026.087687904
12552,1229,Y,5B,8B,201865.047819274
16659,1664,Y,5B,8B,249634.390693817
13650,1252,Y,5B,8B,176131.365988906
11029,1363,Y,5B,8B,180339.459975325
5119,2295,Y,5B,8B,255909.39606077
9000,1116,N,5B,8B,184290.741696581
6324,789,Y,5B,8B,187403.120258342
9800,1445,Y,5B,8B,220148.002008659
50271,848,Y,5B,8B,147514.566606107
12137,2727,Y,5B,8B,265065.871047768
9000,1679,Y,5B,8B,266052.854347058
9020,1365,Y,5B,8B,178416.248480368
11838,1716,Y,5B,8B,200867.844147525
7588,2036,Y,5B,8B,226283.337384679
11426,1683,Y,5B,8B,207252.846853962
8414,1224,Y,5B,8B,235463.374676313
6911,1629,Y,5B,8B,229241.272137756
5925,1167,Y,5B,8B,165534.785980049
8777,1136,Y,5B,8B,160779.057195775
9550,1229,Y,5B,8B,194762.571807174
2572,1560,Y,5B,8B,191493.86089511
7590,1625,Y,5B,8B,214437.807840182
9291,1252,Y,5B,8B,215263.1963842
10237,3140,Y,5B,8B,319975.515788958
21695,1588,Y,5B,8B,260053.130153786
16321,1131,Y,5B,8B,209415.904383948
10500,1742,Y,5B,8B,282975.943189667
7945,1924,Y,5B,8B,236151.325780224
9765,1344,Y,5B,8B,230717.032792355
11426,1717,Y,5B,8B,231772.999269457
7200,1339,Y,5B,8B,177781.568037721
8712,1008,Y,5B,8B,196567.001092672
5600,1044,Y,5B,8B,168658.209965492
10420,1096,Y,5B,8B,185086.926104841
10207,1391,Y,5B,8B,215497.257682445
25286,1666,Y,5B,8B,178942.958191306
10125,1509,Y,5B,8B,235984.255910371
10004,1225,Y,5B,8B,218052.761362213
10800,1053,Y,5B,8B,201831.294428306
11200,858,Y,5B,8B,164620.008456942
12090,825,Y,5B,8B,205511.080382106
8000,1392,Y,5B,8B,196782.516552276
11096,1040,Y,5B,8B,188886.838372623
11844,2515,Y,5B,8B,265749.462454249
8004,928,Y,5B,8B,193917.682683904
13474,960,Y,5B,8B,229808.371988389
8520,1297,Y,5B,8B,234972.552713412
8400,1968,Y,5B,8B,265600.608780805
13350,4676,Y,5B,8B,356216.303634654
3180,1344,Y,5B,8B,199284.249864449
7590,1652,Y,5B,8B,235785.168840776
10800,2262,N,5B,8B,340098.73239488
10410,1040,Y,5B,8B,145492.648586283
8472,2060,N,5B,8B,268889.321248204
9786,1838,Y,5B,8B,258890.397496239
7875,1425,Y,5B,8B,233420.368372869
11924,1378,Y,5B,8B,234227.69667406
15750,1603,Y,7B,1A,143726.773002355
5310,1911,Y,7B,1A,131164.936956916
10200,1851,Y,7B,1A,153076.001464077
5232,864,Y,7B,1A,140110.339522147
6204,1904,Y,7B,1A,167132.273729635
7438,958,Y,7B,1A,152408.941277369
14200,1258,Y,6B,10B,209698.271629067
11457,2028,Y,6B,10B,263450.46183909
8414,1204,N,6B,10B,234584.885933401
10440,894,Y,6B,10B,211759.753125213
8200,1484,Y,6B,10B,196146.867172931
2117,2080,N,6B,10B,259539.036133337
7535,2138,Y,6B,10B,248386.003796426
11475,1720,Y,6B,10B,251148.324739407
25000,1092,Y,6B,10B,241925.156032186
5586,1200,Y,6B,10B,266469.78912571
10355,1342,Y,6B,10B,217800.388843497
9765,1468,Y,6B,10B,237784.431135322
5119,1416,Y,6B,10B,264680.128438873
10140,1316,Y,6B,10B,222873.830141398
10480,1665,N,6B,10B,234916.702289039
13101,1344,Y,6B,10B,228833.651393029
8777,2643,Y,6B,10B,260535.325019725
12552,1844,Y,6B,10B,257095.618395181
9236,1118,Y,6B,10B,293346.752065147
7875,1214,Y,6B,10B,237595.360483941
7153,1428,Y,6B,10B,258331.817687118
8163,1656,Y,6B,10B,348659.038328621
10240,1632,Y,6B,10B,234978.955119243
13811,3228,Y,5B,10B,341555.171467595
10029,2624,Y,5B,10B,264738.66305219
164660,1548,Y,5B,10B,288360.375500397
11275,2519,Y,5B,10B,290387.830335322
12354,1212,Y,5B,10B,196251.159640365
11846,2291,Y,5B,10B,291527.937945589
8012,1640,Y,5B,10B,194266.978068597
10800,1414,Y,5B,10B,246506.455566656
16226,1473,Y,5B,10B,295536.575105806
14762,1250,Y,5B,10B,216202.815588556
10240,1500,Y,5B,10B,214079.929129462
4224,1440,N,5B,10B,181908.983724034
9900,3222,Y,5B,10B,367271.373659659
14215,1419,Y,5B,10B,180855.866152066
10125,1872,Y,5B,10B,278320.294739929
8250,1603,Y,5B,10B,246441.649557358
8160,1479,N,5B,10B,211650.957522739
5925,2267,Y,5B,10B,282113.114681449
11000,1144,N,5B,10B,173530.563145767
15426,1646,Y,5B,10B,259403.046473061
10011,2127,Y,5B,10B,265414.594832352
5389,1647,Y,5B,10B,157757.126423771
9548,1894,Y,5B,10B,242969.882679449
9200,1588,Y,5B,10B,266127.495951211
13682,1092,Y,5B,10B,240314.55520323
10140,1670,N,5B,10B,221477.776927782
9750,1494,Y,5B,10B,230900.782902347
12354,2380,Y,5B,10B,284258.650263554
11764,948,Y,5B,10B,190017.784277292
8235,1412,Y,5B,10B,233537.438470376
10000,1056,Y,5B,10B,240263.81431098
11999,1786,Y,5B,10B,215715.12896632
10480,988,N,5B,10B,203166.360202032
9098,1742,Y,5B,10B,218563.99619938
6897,1472,Y,5B,10B,254529.194274204
10970,1691,Y,5B,10B,244677.839058578
11782,720,Y,5B,10B,230586.473438579
7590,1602,Y,5B,10B,209980.173335789
12108,1639,Y,5B,10B,202238.451716817
7931,1228,Y,5B,10B,165916.62659327
15865,1362,Y,5B,10B,204694.570608042
8160,1228,N,5B,10B,225278.20507182
2645,1230,Y,5B,10B,229397.323511229
8475,1904,Y,5B,10B,301061.1030001
8600,784,Y,5B,10B,219805.018630075
10530,1728,Y,5B,10B,236526.972188983
7200,694,Y,5B,10B,200215.62102668
10200,2727,Y,5B,10B,353164.975738857
10708,1216,Y,5B,10B,205558.111077743
10200,1959,Y,5B,10B,252230.218894456
7015,1056,Y,5B,10B,167853.909534048
14442,1244,Y,5B,10B,198429.454559475
9416,1526,Y,5B,10B,271605.213029662
10628,720,Y,5B,10B,274367.358726645
6120,1029,N,5B,10B,261885.736626572
2308,1344,Y,5B,10B,219552.570666648
14154,1922,Y,5B,10B,357771.693834342
14585,1710,Y,5B,10B,251172.50677004
10690,864,Y,5B,10B,237986.534075714
10171,1228,Y,5B,10B,237674.156436741
12274,1056,Y,5B,10B,187934.451039235
16321,988,Y,5B,10B,163472.023139041
21695,1057,Y,5B,10B,301853.497584604
12011,1775,Y,5B,10B,277699.477002492
8820,912,Y,5B,10B,220135.398550953
13500,630,Y,5B,10B,200509.940822934
3182,1944,Y,5B,10B,251228.63822614
9550,1217,Y,5B,10B,206044.554782258
13758,892,Y,5B,10B,232756.82304551
8973,1557,Y,8B,1A,158295.115244154
8410,1028,Y,6B,4B,105137.304794293
5062,904,Y,6B,4B,136519.361012265
9500,2087,Y,6B,4B,130601.834622016
9600,1950,Y,6B,4B,186354.781935119
9765,1337,Y,6B,4B,125508.342688165
13300,1080,Y,6B,4B,125619.050428471
10197,924,Y,6B,4B,134810.533318138
10634,1468,N,6B,4B,139476.024958355
6270,2172,Y,6B,4B,147399.070788031
9571,2466,N,6B,4B,155534.795884499
7024,1204,Y,6B,4B,121304.657292873
9900,1073,Y,6B,4B,115191.829123798
10452,1442,Y,6B,4B,116864.390813667
10800,1935,Y,6B,4B,210767.307750237
3230,894,Y,6B,4B,78825.2903420416
9600,788,Y,6B,4B,89008.2627725352
13650,630,Y,6B,4B,81884.7185882701
4500,1026,Y,6B,4B,129308.665942302
8990,1973,Y,6B,4B,85443.9963960949
18800,1224,Y,6B,4B,140169.696353085
8004,1284,Y,6B,4B,71649.2209018986
13300,1396,Y,6B,4B,112962.202882537
9000,1851,Y,6B,4B,94703.0519594849
13811,1698,Y,6B,4B,164872.081013255
4400,901,Y,6B,4B,132364.260530395
14948,970,N,6B,4B,152022.111381849
11333,1348,Y,6B,4B,146577.667919359
5000,1484,Y,6B,4B,158731.53621425
8125,2019,Y,6B,4B,147643.313927927
8633,1479,Y,6B,4B,119662.325382566
10634,858,Y,6B,4B,145233.106909082
10197,1698,Y,6B,4B,160135.986956134
8244,1744,Y,6B,4B,142069.557289675
15602,1456,Y,6B,4B,150466.678861697
9187,1520,Y,6B,4B,148136.224332339
32668,1640,Y,6B,4B,184020.4972397
10480,1436,Y,6B,4B,161313.495020382
12137,1520,N,6B,4B,179483.613897623
10542,1684,Y,6B,4B,112520.074020613
11988,2031,Y,6B,4B,164944.715292727
6300,990,N,6B,4B,98708.5682541613
16492,2376,Y,6B,4B,164961.77023126
8089,1682,Y,6B,4B,178508.215220627
11639,4316,Y,6B,4B,229995.234731167
8125,987,Y,6B,4B,97006.0235984452
9600,1920,Y,6B,4B,178778.335958461
7920,1573,Y,6B,4B,162599.399428611
5000,1800,Y,6B,4B,146958.659871554
11096,2296,Y,6B,4B,146340.904950617
19138,1279,Y,6B,4B,172182.651931029
5400,1644,Y,6B,4B,148398.707375707
10175,894,Y,6B,4B,112357.147641228
8400,789,Y,6B,4B,80260.084636406
10140,1052,Y,6B,4B,111964.728745149
9196,1301,N,6B,4B,159306.113337586
8834,1095,Y,6B,4B,106790.723794956
13517,1768,Y,6B,4B,191303.946674276
6993,1060,Y,6B,4B,120972.567991769
7150,1269,Y,6B,4B,171780.62474651
10880,1317,Y,6B,4B,139510.431368533
9453,2192,Y,6B,4B,155437.462806853
6120,1520,Y,6B,4B,156920.485548792
10628,1394,Y,6B,4B,156587.996632755
7875,480,Y,6B,4B,92068.0827913539
39104,1824,Y,6B,4B,165682.009837675
8750,1310,Y,6B,4B,132864.191934835
13300,2144,Y,6B,4B,175266.687978095
11049,2296,Y,6B,4B,158233.798722658
7050,1718,Y,6B,4B,168968.892726794
9000,2515,Y,6B,4B,222295.935976631
9750,1905,Y,6B,4B,162845.31433869
10463,1710,Y,6B,4B,172449.000051635
10240,1651,Y,6B,4B,200248.066451114
9612,1306,Y,6B,4B,174315.35658599
8450,2198,Y,6B,4B,188005.163775655
11924,848,Y,6B,4B,119071.336357879
9672,1634,Y,6B,4B,180086.380767246
7200,1428,N,6B,4B,143872.99306563
7200,928,Y,6B,4B,115718.31999071
10134,2230,Y,6B,4B,176472.185956174
6853,1208,Y,6B,4B,158070.609835067
9790,1640,Y,6B,4B,168918.161934173
12474,2713,Y,6B,4B,254382.070857968
7024,1350,Y,6B,4B,167533.373577819
10530,1728,Y,6B,4B,164931.772673738
13400,2084,Y,6B,4B,225350.538556683
8450,2374,Y,6B,4B,168703.064285782
14536,2019,N,6B,4B,170700.492082342
10480,747,Y,6B,4B,151505.241133965
16492,1590,Y,6B,4B,180777.58880483
8712,1560,Y,6B,4B,191541.651234061
16059,1370,Y,6B,4B,185882.697207274
9571,1442,Y,6B,4B,128688.523531196
16659,1694,Y,6B,4B,174843.841569889
10708,1561,Y,6B,4B,154197.12355005
7861,1692,N,6B,4B,137930.188923817
10200,864,Y,6B,4B,128240.75170726
6000,1632,Y,6B,4B,206199.741209332
7015,1376,Y,6B,4B,170605.121743504
3604,1582,Y,6B,4B,186111.733229683
8640,1232,Y,6B,4B,143053.821368375
14450,1688,N,6B,4B,142707.69726814
11184,1484,Y,6B,4B,192954.752841727
11249,1437,Y,6B,4B,185294.904275577
11049,2267,N,6B,4B,207412.209533893
9000,848,Y,6B,4B,145675.599592375
7301,858,Y,6B,4B,123907.378437185
4750,912,Y,6B,4B,124414.402694545
22420,2630,Y,6B,4B,221912.435744565
11317,1269,Y,6B,4B,104718.90342868
11040,1414,Y,6B,4B,182228.343226398
5500,1367,Y,6B,4B,169247.079949939
2268,1258,Y,6B,4B,109504.653391397
10603,924,Y,6B,4B,148801.493979088
14364,2380,Y,6B,4B,203843.650428749
16635,1382,N,6B,4B,154879.789578068
13400,1750,Y,6B,4B,209994.864006458
7390,1719,Y,6B,4B,232083.952282388
10410,2576,Y,6B,4B,194701.120723661
7892,3112,Y,6B,4B,256418.993664612
2887,1518,Y,6B,4B,168641.096042957
12090,1578,Y,6B,4B,189448.331582453
9873,1215,Y,6B,4B,186484.923410647
7800,1604,Y,3A,8B,230698.210314026
10500,1800,Y,3A,8B,180390.516436858
10452,869,Y,3A,8B,252673.091172065
8967,1895,Y,3A,8B,207900.362494759
4435,1494,Y,3A,8B,172927.883804791
19138,2945,N,3A,8B,232562.132046219
6060,1314,Y,3A,8B,273695.808236176
11075,1389,N,3A,8B,186815.492295682
5000,987,Y,3A,8B,235124.194754031
13478,1535,Y,3A,8B,261603.989164135
2665,1872,Y,3A,8B,172565.661901969
9937,1362,Y,3A,8B,161099.310157915
9554,1040,Y,3A,8B,257293.734572902
8846,1947,Y,3A,8B,238530.009311919
9600,1494,N,3A,8B,165157.446138734
13682,1928,Y,7B,9B,263834.186918238
10382,2042,Y,7B,9B,268661.342312672
16669,1301,Y,7B,9B,258801.068214847
8070,2515,N,7B,9B,324225.200203511
7162,1489,Y,7B,9B,212288.795019456
11404,1501,N,7B,9B,209111.612498022
9480,1434,Y,7B,9B,245559.392089318
5720,1252,Y,7B,9B,215874.162840468
16669,4676,Y,7B,9B,363531.815783801
3230,1656,Y,7B,9B,216202.503655572
6120,1110,Y,7B,9B,152945.026849818
11049,899,Y,7B,9B,188357.758891702
12464,1225,Y,7B,9B,201662.152588505
9819,1573,Y,7B,9B,253328.912875385
12552,1474,Y,7B,9B,264749.106075689
11340,912,Y,7B,9B,203434.011386396
10530,2046,Y,7B,9B,273437.505261832
10320,1547,Y,7B,9B,234437.633472514
13693,1208,Y,7B,9B,211926.80532778
7700,1113,Y,7B,9B,201720.046316696
8750,1098,Y,7B,9B,198109.060832853
17920,864,Y,7B,9B,237834.408109916
10410,1144,Y,7B,9B,203769.087577185
4130,768,Y,7B,9B,219390.885862609
8160,1496,Y,7B,9B,250559.035034906
7332,1349,Y,7B,9B,265836.269872729
7024,1339,N,7B,9B,270831.186617505
9600,1381,Y,7B,9B,286132.180174404
11600,864,Y,7B,9B,188205.621440849
10171,1852,Y,7B,9B,224097.747575247
8197,1588,Y,7B,9B,282154.149098841
9187,1935,Y,7B,9B,280469.288849142
7301,1709,Y,7B,9B,303845.028784446
10197,1236,Y,7B,9B,292704.657693732
10667,1316,Y,7B,9B,194046.873330746
8767,928,Y,7B,9B,207382.715989743
10708,3140,Y,7B,9B,298310.607990553
12798,2256,Y,7B,9B,317703.946581968
9018,1118,Y,7B,9B,202952.785135389
14601,1768,Y,7B,9B,289661.647334244
11241,1535,Y,7B,9B,238814.353635794
15576,1327,Y,7B,9B,210030.490912598
5000,1226,Y,7B,9B,181604.305704748
11248,1178,Y,7B,9B,236361.513336196
7388,904,Y,7B,9B,227222.603652282
7862,1526,Y,7B,9B,260370.977422344
11029,1400,Y,7B,9B,282143.940676352
11900,1895,Y,7B,9B,264649.032705846
12257,1228,Y,7B,9B,234027.104516816
9591,1639,Y,8B,2A,136207.148762821
10778,910,Y,8B,2A,126523.306794931
10355,2643,Y,9B,9B,291757.012492542
8200,2046,Y,9B,9B,274246.309897442
11787,969,Y,9B,9B,187755.538717518
12046,894,Y,9B,9B,257568.220875809
12095,1635,Y,9B,9B,265023.960498385
11250,1610,Y,7B,8B,140218.392301562
5000,2000,Y,7B,8B,219063.178936629
7200,2520,N,7B,8B,246854.306866653
2651,1039,Y,7B,8B,166730.008297133
14762,1511,Y,7B,8B,183654.494635838
17120,1548,Y,7B,8B,206206.236173415
8197,1125,Y,7B,8B,238394.438119153
11782,1501,Y,7B,8B,173579.871897312
10800,1146,Y,7B,8B,183527.94717114
5000,2234,Y,7B,8B,244043.826369933
3072,1224,Y,7B,8B,148545.73544571
2448,2223,Y,7B,8B,225221.260641046
10200,1470,Y,7B,8B,195866.959237093
8176,1429,Y,7B,8B,164762.370629866
5925,1108,Y,7B,8B,124935.482385537
8450,864,Y,7B,8B,187500.641505732
13673,848,Y,7B,8B,204777.554118231
8544,1978,Y,7B,8B,261090.791469868
13891,1215,Y,7B,8B,215821.355258126
12090,1434,Y,7B,8B,176763.209740249
13418,2468,Y,7B,8B,262314.790742405
10197,894,Y,7B,8B,276439.433620025
6155,1155,Y,7B,8B,172275.978842802
7264,1886,Y,7B,8B,195097.537385839
11457,2263,Y,7B,8B,325090.874241682
5389,1375,Y,7B,8B,132178.292969339
9375,1349,Y,7B,8B,179900.295565973
12150,1306,Y,7B,8B,199917.957291808
8544,1728,N,7B,8B,176143.565101363
9636,1888,Y,7B,8B,216087.834531953
11988,1915,Y,7B,8B,263514.987023547
13693,1721,Y,7B,8B,247644.467931976
6000,1123,Y,7B,8B,179294.624352736
8777,1688,Y,7B,8B,225414.053276642
14859,1306,Y,7B,8B,269844.639113923
9950,2290,Y,7B,8B,250621.667816995
18386,1852,Y,7B,8B,229923.888014463
7472,1473,Y,7B,8B,158597.365120485
53107,1800,Y,7B,8B,228304.524172039
12342,1714,Y,7B,8B,230652.675451553
7599,1795,Y,7B,8B,177857.702261325
10800,1959,Y,7B,8B,255589.07007955
9180,1056,Y,7B,8B,232510.205343292
7875,1935,Y,7B,8B,189310.120300068
12144,1368,N,7B,8B,193254.235488953
10859,1026,Y,7B,8B,223788.298972625
6911,1126,Y,7B,8B,173120.715453297
13400,848,Y,7B,8B,245607.219098219
14115,1203,Y,7B,8B,227270.855368716
7677,2614,Y,7B,8B,263361.003219162
12692,1215,Y,7B,8B,169274.872333549
10800,2520,Y,7B,8B,269245.498817386
9600,1828,Y,7B,8B,231821.92813902
7200,1440,Y,7B,8B,197512.142829866
4274,1644,Y,7B,8B,213473.819280834
8750,1768,Y,7B,8B,229744.575056434
4400,864,Y,7B,8B,190244.165957275
10463,1217,Y,7B,8B,178324.517376401
11841,1582,Y,7B,8B,224669.392811481
8410,1344,Y,7B,8B,201991.909839268
9531,1429,Y,7B,8B,195655.792129985
11049,912,Y,7B,8B,152539.284852151
10570,1684,Y,7B,8B,209772.636583988
11210,1297,Y,7B,8B,221267.116781969
7795,1820,Y,7B,8B,236902.560956489
4456,1324,Y,7B,8B,173624.35286229
6780,1800,Y,7B,8B,267616.12892675
12227,1077,Y,7B,8B,202100.450575671
10846,1406,Y,7B,8B,211297.581808141
3230,1073,Y,7B,8B,177537.349511882
16033,1358,Y,7B,8B,235118.988389362
10896,1226,Y,7B,8B,229855.868760374
9303,1552,Y,7B,8B,187880.891341577
13891,1116,Y,7B,8B,248682.041678588
1680,1573,Y,7B,8B,209170.921494196
11787,999,Y,7B,8B,229713.817440732
9800,1470,Y,7B,8B,159857.043213376
8834,1092,Y,7B,8B,179019.244430091
13000,1456,Y,7B,8B,197349.170758574
14850,1363,Y,7B,8B,210063.340576736
4608,1768,N,7B,8B,229163.575874087
6900,2192,Y,7B,8B,244875.37151551
7015,1026,Y,7B,8B,132996.501065838
11767,1732,Y,7B,8B,237048.643590425
12376,1310,Y,7B,8B,167697.065161834
8246,1601,Y,7B,8B,213475.691299451
10542,754,Y,7B,8B,188471.305163663
6911,1053,Y,7B,8B,199335.205001199
11275,864,Y,7B,8B,191682.338745622
9947,1719,Y,7B,8B,221933.254666306
14803,969,Y,7B,8B,164331.028996438
4388,1614,Y,7B,8B,239531.997757535
8160,1112,Y,7B,8B,219449.640449848
10637,988,Y,7B,8B,173884.850673843
12798,1797,Y,7B,8B,287463.588424814
11888,1496,Y,7B,8B,182189.455486614
7200,1501,Y,7B,8B,197602.826747829
8892,1258,Y,7B,8B,262319.948319993
9675,1629,Y,7B,8B,244665.409226425
10084,1285,Y,7B,8B,229751.899088315
8089,1768,Y,7B,8B,287044.221389287
7332,1426,N,7B,8B,214874.382855213
5389,1647,Y,7B,8B,283520.814412773
2289,1939,Y,7B,8B,247648.375965269
12122,1432,Y,7B,8B,212492.806935795
10000,1385,Y,7B,8B,247257.535086183
8163,1563,Y,7B,8B,218486.389775815
7577,1812,Y,7B,8B,180627.775668979
11616,1635,Y,7B,8B,197538.730411376
10800,1340,N,7B,8B,174794.468324445
7472,773,Y,7B,8B,241397.31873683
1300,990,Y,7B,8B,144515.040595506
10011,928,Y,7B,8B,173747.926926471
10846,1252,Y,7B,8B,250207.260332885
9600,1600,Y,7B,8B,279111.554652192
9000,1324,Y,7B,8B,188458.390156035
9375,1224,Y,7B,8B,219712.688151547
6173,1855,Y,7B,8B,316927.187897831
8450,987,Y,7B,8B,163239.81260048
11694,1382,Y,7B,8B,230717.782336157
16659,980,Y,7B,8B,178777.344836661
8544,892,Y,7B,8B,168879.874714221
8500,864,N,7B,8B,194136.082241726
8068,2263,Y,7B,8B,284283.598385945
10625,1113,Y,7B,8B,192027.941881727
7758,1489,Y,7B,8B,259846.271468854
8461,1440,Y,7B,8B,221783.395583322
7449,1744,Y,7B,8B,250794.347615235
8892,3608,Y,7B,8B,319839.931238086
10880,1155,Y,7B,8B,233166.042172922
8978,894,Y,7B,8B,182113.273084952
10552,1090,Y,7B,8B,224373.8276392
7000,2274,Y,7B,8B,287387.415464922
7800,1838,Y,7B,8B,205763.35517642
7064,1476,Y,7B,8B,204382.287297801
10140,1200,Y,7B,8B,222517.382041198
6000,988,Y,7B,8B,188027.665126306
9920,1479,Y,7B,8B,236567.337028165
10918,1526,Y,7B,8B,225097.627298541
9317,1721,Y,7B,8B,244740.646561288
13837,1355,Y,7B,8B,186380.04267509
8712,1919,Y,7B,8B,194148.029932441
5687,1077,Y,7B,8B,182572.829938901
3182,1109,Y,7B,8B,167975.515438139
7264,904,Y,7B,8B,197019.811764941
8414,1285,Y,7B,8B,211404.497748962
6120,1041,Y,7B,8B,193652.354547321
17104,1629,Y,7B,8B,219390.757262151
8487,1590,Y,7B,8B,272025.6608521
12209,1327,Y,7B,8B,244773.081561599
16492,2504,Y,7B,8B,253002.4526951
4500,3194,Y,7B,8B,300534.061290095
2268,1564,N,7B,8B,205359.127704394
3182,1167,Y,7B,8B,195794.569307925
7820,1277,Y,7B,8B,285381.920957175
4500,1525,N,7B,8B,191277.411757741
16321,1566,Y,7B,8B,252833.380885806
12220,1852,Y,7B,8B,262529.636721905
11767,1126,Y,7B,8B,203928.084691822
9453,2612,Y,7B,8B,264444.069357223
11600,1092,Y,7B,8B,298339.598683783
11639,1360,Y,7B,8B,260979.779379201
13286,2504,Y,7B,8B,312564.375534728
10637,1456,Y,4B,5B,104733.170432646
11475,1339,Y,4B,5B,123539.517681972
10125,1908,Y,4B,5B,150132.205816453
13651,1796,Y,4B,5B,149084.646511955
9375,2207,Y,4B,5B,129901.288371119
9100,1367,Y,4B,5B,181983.457011772
9000,1183,Y,4B,5B,83772.6423697983
8500,1710,Y,4B,5B,122295.960704668
2289,816,Y,4B,5B,93674.1117634267
9144,1394,Y,4B,5B,157127.227458784
8400,1976,Y,4B,5B,180775.26726774
7000,1148,Y,4B,5B,180292.235037237
8012,838,Y,4B,5B,109795.556473271
17671,948,Y,4B,5B,94910.2110913594
10625,2144,Y,4B,5B,144092.163012619
10918,1869,Y,4B,5B,142707.634368948
11210,1159,Y,4B,5B,75881.685106665
11425,912,Y,4B,5B,122252.932350633
9060,1468,Y,4B,5B,160875.983706735
9750,1469,N,4B,5B,121081.170903544
9020,1416,Y,4B,5B,146610.92751914
12030,1392,Y,4B,5B,148190.648667318
8846,1204,Y,4B,5B,129069.776495616
1936,1144,Y,4B,5B,99206.7412803106
4280,1003,Y,4B,5B,99635.98464443
10530,1102,Y,4B,5B,156713.61231544
13704,792,Y,4B,5B,126912.675120889
11394,1739,Y,4B,5B,138866.763099998
1680,1959,Y,4B,5B,120818.887510128
70761,1181,Y,4B,5B,147687.362734442
3182,4316,Y,4B,5B,248255.852944714
5000,1412,Y,4B,5B,129170.235857219
10594,1230,Y,4B,5B,139377.838931185
10800,968,Y,4B,5B,125331.790087854
11924,2418,N,4B,5B,185081.453623915
11404,1604,Y,4B,5B,84034.3929454071
7758,630,Y,4B,5B,161928.746684209
12378,2353,Y,4B,5B,165153.905904625
11184,1774,Y,4B,5B,199688.754450946
10800,1962,Y,4B,5B,207774.558981776
9600,1792,Y,4B,5B,160503.314192043
6000,1593,Y,4B,5B,154118.230751872
12205,2084,Y,4B,5B,162122.682692385
9672,980,Y,4B,5B,134737.883190987
7018,2000,Y,4B,5B,156267.834014204
21384,1375,Y,4B,5B,134703.006475319
2651,1796,Y,4B,5B,194819.031158105
7758,1734,Y,4B,5B,191184.146254576
8235,672,Y,4B,5B,123308.581477543
8125,1717,Y,4B,5B,177111.737650861
8546,1236,Y,4B,5B,168366.752997207
6240,1626,Y,4B,5B,157381.115963957
13688,1739,Y,4B,5B,172575.395513338
1936,1458,Y,4B,5B,126861.975410338
11241,1216,Y,4B,5B,146209.195980806
7590,882,Y,4B,5B,162533.907121063
13006,1786,Y,4B,5B,196757.473320048
11210,1698,Y,4B,5B,156978.927088901
20896,1224,Y,4B,5B,153459.219761728
12968,1416,Y,4B,5B,169790.43151152
8163,1634,Y,4B,5B,216878.153827673
3922,1003,Y,4B,5B,115154.312438439
6930,2229,N,4B,5B,162911.78213497
53227,1382,Y,4B,5B,167459.074537966
12508,958,N,4B,5B,161464.626867154
14191,1525,Y,4B,5B,200171.739893899
8816,1718,N,4B,5B,123742.259608551
10500,1839,N,4B,5B,186382.737876527
5500,1136,Y,4B,5B,169068.233357863
9150,1696,Y,4B,5B,201668.890540056
8730,1959,Y,4B,5B,163919.948913565
10142,1566,Y,4B,5B,162858.081238495
8172,2614,Y,4B,5B,154132.704321359
10200,848,Y,4B,5B,97242.1337954684
10920,1721,Y,4B,5B,201177.622779189
14145,924,Y,4B,5B,195345.493136489
9548,845,Y,4B,5B,171991.096562062
13869,864,Y,4B,5B,185727.54767515
9480,1768,Y,2A,6B,113476.182958362
4435,1742,N,2A,6B,145149.280631631
14859,1128,Y,2A,6B,149565.826984553
12800,1482,Y,2A,6B,117873.016516083
12046,1180,Y,2A,6B,114782.980481044
10480,1512,Y,2A,6B,145335.363168563
13811,1502,Y,2A,6B,201046.446057085
10200,1328,Y,2A,6B,134548.049751034
8450,1484,Y,2A,6B,152252.279386692
15138,2267,Y,2A,6B,179071.421060491
8246,1547,Y,6B,5B,153246.872446658
15426,1121,Y,6B,5B,140293.072753901
6120,904,Y,6B,5B,120366.831790006
12416,2332,Y,6B,5B,195230.832169842
21750,1008,Y,6B,5B,145426.251614696
8712,1586,Y,6B,5B,125718.05383928
1680,990,Y,6B,5B,104432.815980131
7800,1661,Y,6B,5B,173200.444440843
26178,1428,Y,6B,5B,143792.487042261
6000,1026,Y,6B,5B,144146.587563895
10437,1489,Y,6B,5B,141821.277131954
7700,841,Y,6B,5B,70045.0392401839
11787,987,Y,6B,5B,93343.7435609725
9098,1632,Y,6B,5B,118625.760551397
11184,1500,Y,6B,5B,134403.310924431
8849,1958,Y,6B,5B,131404.273193304
4928,904,Y,6B,5B,115851.686788555
11851,1276,Y,6B,5B,116769.534558529
8400,952,Y,6B,5B,112019.006666933
10200,866,Y,6B,5B,128474.19402061
8773,1063,N,6B,5B,74212.1255867419
10652,1097,Y,6B,5B,114011.750327598
10625,2094,Y,6B,5B,169944.12899007
12456,1155,Y,6B,5B,91822.0451838761
5062,1383,Y,6B,5B,131090.952410781
2308,1276,Y,6B,5B,146780.145808505
9938,1194,Y,6B,5B,138326.269109854
10400,2332,Y,6B,5B,162273.063486016
